,GEO_ID,Median_Income
529,0500000US13287,37039.0
530,0500000US13289,34879.0
531,0500000US13291,50021.0
532,0500000US13293,37640.0
533,0500000US13295,46157.0
534,0500000US13297,61599.0
535,0500000US13299,36869.0
536,0500000US13301,37203.0
537,0500000US13303,38068.0
538,0500000US13305,45483.0
539,0500000US13307,37297.0
540,0500000US13309,30192.0
541,0500000US13311,52493.0
542,0500000US13313,48623.0
543,0500000US13315,36964.0
544,0500000US13317,37838.0
545,0500000US13319,38996.0
546,0500000US13321,45398.0
547,0500000US15001,62409.0
548,0500000US15003,85857.0
549,0500000US15005,69375.0
550,0500000US15007,83554.0
551,0500000US15009,80948.0
552,0500000US16001,66293.0
553,0500000US16003,48856.0
554,0500000US16005,51734.0
555,0500000US16007,54167.0
556,0500000US16009,47556.0
557,0500000US16011,55472.0
558,0500000US16013,56694.0
559,0500000US16015,59646.0
560,0500000US16017,50256.0
561,0500000US16019,60615.0
562,0500000US16021,43423.0
563,0500000US16023,42132.0
564,0500000US16025,39688.0
565,0500000US16027,52134.0
566,0500000US16029,59053.0
567,0500000US16031,52935.0
568,0500000US16033,46154.0
569,0500000US16035,43915.0
570,0500000US16037,40875.0
571,0500000US16039,46855.0
572,0500000US16041,57215.0
573,0500000US16043,58065.0
574,0500000US16045,45492.0
575,0500000US16047,47204.0
576,0500000US16049,41516.0
577,0500000US16051,63048.0
578,0500000US16053,52921.0
579,0500000US16055,57242.0
580,0500000US16057,49158.0
581,0500000US16059,39324.0
582,0500000US16061,41198.0
583,0500000US16063,50053.0
584,0500000US16065,39160.0
585,0500000US16067,53370.0
586,0500000US16069,58107.0
587,0500000US16071,53841.0
588,0500000US16073,43798.0
589,0500000US16075,50579.0
590,0500000US16077,48823.0
591,0500000US16079,39386.0
592,0500000US16081,74216.0
593,0500000US16083,52919.0
594,0500000US16085,64475.0
595,0500000US16087,40992.0
596,0500000US17001,52993.0
597,0500000US17003,36806.0
598,0500000US17005,57289.0
599,0500000US17007,69272.0
600,0500000US17009,61655.0
601,0500000US17011,57436.0
602,0500000US17013,63009.0
603,0500000US17015,52410.0
604,0500000US17017,52373.0
605,0500000US17019,52797.0
606,0500000US17021,52834.0
607,0500000US17023,56531.0
608,0500000US17025,48500.0
609,0500000US17027,66639.0
610,0500000US17029,46202.0
611,0500000US17031,64660.0
612,0500000US17033,49779.0
613,0500000US17035,56206.0
614,0500000US17037,63317.0
615,0500000US17039,55587.0
616,0500000US17041,56714.0
617,0500000US17043,92809.0
618,0500000US17045,53647.0
619,0500000US17047,51080.0
620,0500000US17049,56685.0
621,0500000US17051,46650.0
622,0500000US17053,52092.0
623,0500000US17055,42769.0
624,0500000US17057,51643.0
625,0500000US17059,44076.0
626,0500000US17061,49885.0
627,0500000US17063,77350.0
628,0500000US17065,54046.0
629,0500000US17067,52561.0
630,0500000US17069,51250.0
631,0500000US17071,53676.0
632,0500000US17073,59933.0
633,0500000US17075,52700.0
634,0500000US17077,37241.0
635,0500000US17079,54256.0
636,0500000US17081,49896.0
637,0500000US17083,63028.0
638,0500000US17085,57946.0
639,0500000US17087,52774.0
640,0500000US17089,79394.0
641,0500000US17091,58902.0
642,0500000US17093,96563.0
643,0500000US17095,44129.0
644,0500000US17097,89427.0
645,0500000US17099,58142.0
646,0500000US17101,46636.0
647,0500000US17103,58194.0
648,0500000US17105,55160.0
649,0500000US17107,57308.0
650,0500000US17109,44471.0
651,0500000US17111,86799.0
652,0500000US17113,67675.0
653,0500000US17115,50480.0
654,0500000US17117,55159.0
655,0500000US17119,60738.0
656,0500000US17121,47519.0
657,0500000US17123,58465.0
658,0500000US17125,48417.0
659,0500000US17127,47481.0
660,0500000US17129,74684.0
661,0500000US17131,59787.0
662,0500000US17133,85747.0
663,0500000US17135,52748.0
664,0500000US17137,51437.0
665,0500000US17139,61456.0
666,0500000US17141,60986.0
667,0500000US17143,55842.0
668,0500000US17145,52428.0
669,0500000US17147,70849.0
670,0500000US17149,47492.0
671,0500000US17151,38056.0
672,0500000US17153,34640.0
673,0500000US17155,63638.0
674,0500000US17157,53816.0
675,0500000US17159,48894.0
676,0500000US17161,54858.0
677,0500000US17163,55179.0
678,0500000US17165,44090.0
679,0500000US17167,61912.0
680,0500000US17169,52357.0
681,0500000US17171,57118.0
682,0500000US17173,52953.0
683,0500000US17175,54907.0
684,0500000US17177,48805.0
685,0500000US17179,63454.0
686,0500000US17181,50625.0
687,0500000US17183,46515.0
688,0500000US17185,50770.0
689,0500000US17187,50310.0
690,0500000US17189,61763.0
691,0500000US17191,50251.0
692,0500000US17193,49290.0
693,0500000US17195,54232.0
694,0500000US17197,86961.0
695,0500000US17199,50734.0
696,0500000US17201,54489.0
697,0500000US17203,72808.0
698,0500000US18001,52504.0
699,0500000US18003,54857.0
700,0500000US18005,63431.0
701,0500000US18007,49488.0
702,0500000US18009,43505.0
703,0500000US18011,83077.0
704,0500000US18013,61030.0
705,0500000US18015,54806.0
706,0500000US18017,49415.0
707,0500000US18019,55630.0
708,0500000US18021,55637.0
709,0500000US18023,54286.0
710,0500000US18025,41662.0
711,0500000US18027,53629.0
712,0500000US18029,68658.0
713,0500000US18031,57949.0
714,0500000US18033,56421.0
715,0500000US18035,43512.0
716,0500000US18037,60666.0
717,0500000US18039,57021.0
718,0500000US18041,46175.0
719,0500000US18043,64468.0
720,0500000US18045,52874.0
721,0500000US18047,62462.0
722,0500000US18049,52034.0
723,0500000US18051,55462.0
724,0500000US18053,44356.0
725,0500000US18055,51613.0
726,0500000US18057,98173.0
727,0500000US18059,74072.0
728,0500000US18061,57712.0
729,0500000US18063,81933.0
730,0500000US18065,49832.0
731,0500000US18067,52373.0
732,0500000US18069,53632.0
733,0500000US18071,51250.0
734,0500000US18073,63892.0
735,0500000US18075,47658.0
736,0500000US18077,52718.0
737,0500000US18079,54191.0
738,0500000US18081,72440.0
739,0500000US18083,47380.0
740,0500000US18085,61366.0
741,0500000US18087,64498.0
742,0500000US18089,56128.0
743,0500000US18091,53658.0
744,0500000US18093,53610.0
745,0500000US18095,49522.0
746,0500000US18097,48316.0
747,0500000US18099,52658.0
748,0500000US18101,52726.0
749,0500000US18103,50657.0
750,0500000US18105,49839.0
751,0500000US18107,55522.0
752,0500000US18109,64335.0
753,0500000US18111,55356.0
754,0500000US18113,56789.0
755,0500000US18115,60128.0
756,0500000US18117,47917.0
757,0500000US18119,49543.0
758,0500000US18121,52618.0
759,0500000US18123,52348.0
760,0500000US18125,50194.0
761,0500000US18127,71152.0
762,0500000US18129,64196.0
763,0500000US18131,49580.0
764,0500000US18133,61047.0
765,0500000US18135,48036.0
766,0500000US18137,56332.0
767,0500000US18139,54346.0
768,0500000US18141,52769.0
769,0500000US18143,48700.0
770,0500000US18145,60404.0
771,0500000US18147,57305.0
772,0500000US18149,51190.0
773,0500000US18151,58279.0
774,0500000US18153,50245.0
775,0500000US18155,49383.0
776,0500000US18157,53130.0
777,0500000US18159,58118.0
778,0500000US18161,50375.0
779,0500000US18163,49708.0
780,0500000US18165,50243.0
781,0500000US18167,45230.0
782,0500000US18169,54259.0
783,0500000US18171,60553.0
784,0500000US18173,73482.0
785,0500000US18175,47983.0
786,0500000US18177,46516.0
787,0500000US18179,59237.0
788,0500000US18181,54576.0
789,0500000US18183,61741.0
790,0500000US19001,53363.0
791,0500000US19003,49255.0
792,0500000US19005,52216.0
793,0500000US19007,40167.0
794,0500000US19009,52055.0
795,0500000US19011,67729.0
796,0500000US19013,53539.0
797,0500000US19015,64000.0
798,0500000US19017,70395.0
799,0500000US19019,64837.0
800,0500000US19021,57125.0
801,0500000US19023,57115.0
802,0500000US19025,52323.0
803,0500000US19027,59212.0
804,0500000US19029,50187.0
805,0500000US19031,67795.0
806,0500000US19033,53963.0
807,0500000US19035,56550.0
808,0500000US19037,60034.0
809,0500000US19039,54427.0
810,0500000US19041,50521.0
811,0500000US19043,53152.0
812,0500000US19045,51688.0
813,0500000US19047,55755.0
814,0500000US19049,88479.0
815,0500000US19051,63404.0
816,0500000US19053,44462.0
817,0500000US19055,63750.0
818,0500000US19057,51267.0
819,0500000US19059,59969.0
820,0500000US19061,63031.0
821,0500000US19063,51563.0
822,0500000US19065,51128.0
823,0500000US19067,50406.0
824,0500000US19069,56419.0
825,0500000US19071,56750.0
826,0500000US19073,53050.0
827,0500000US19075,68038.0
828,0500000US19077,61161.0
829,0500000US19079,60910.0
830,0500000US19081,61761.0
831,0500000US19083,54196.0
832,0500000US19085,63854.0
833,0500000US19087,53501.0
